Business_name	Business_phone_number	Business_homepage_URL	Business_Address	Opening_hours	Takes_Reservations	Delivery	TAKE_OUT	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Android_Pay	Accepts_Bitcoin	Good_For	Parking	Bike_Parking	Good_for_Kids	Good_for_Groups	Attire	Ambience	Noise_Level	Alcohol	Outdoor_Seating	Wi_Fi	Has_TV	Caters	Gender_Neutral_Restrooms	contact_US	emails
Mission Groceteria	(415) 648-0275	NA	2950 23rd StSan Francisco, CA 94110 b/t Alabama St & Harrison St Mission	Mon --> 8:00 am - 11:00 pm ; Tue --> 8:00 am - 11:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 11:00 pm ; Fri --> 8:00 am - 11:00 pm ; Sat --> 8:00 am - 11:00 pm ; Sun --> 8:00 am - 11:00 pm ;	No	No	Yes	Yes	NA	NA	NA	NA	Street	Yes	Yes	No	Casual	Casual	Quiet	Beer & Wine Only	No	No	No	No	NA	NA	NA
Mission Picnic	(415) 735-3080	missionpicnic.com/#!orderonli…	3275 22nd StSan Francisco, CA 94110 b/t Bartlett St & Valencia St Mission	Mon --> 11:00 am - 4:00 pm ; Tue --> 11:00 am - 4:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 4:00 pm ; Fri --> 11:00 am - 4:00 pm ; Sat --> 11:00 am - 4:00 pm ; Sun --> 11:00 am - 4:00 pm ;	No	Yes	Yes	Yes	Yes	NA	NA	NA	Garage, Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	NA	https://www.missionpicnic.com/	info@missionpicnic.com
Mission Pie	(415) 282-1500	missionpie.com	2901 Mission StSan Francisco, CA 94110 b/t 26th St & 25th St Mission	Mon --> 7:00 am - 10:00 pm ; Tue --> 7:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 10:00 pm ; Fri --> 7:00 am - 10:00 pm ; Sat --> 8:00 am - 10:00 pm ; Sun --> 9:00 am - 10:00 pm ;	No	No	Yes	Yes	No	NA	NA	Dessert	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	No	Yes	Yes	http://missionpie.com/contact/	NA
Mission Public	(415) 525-4175	missionpublicsf.com	233 14th StSan Francisco, CA 94103 b/t Natoma St & Minna St Mission	Mon --> 3:30 pm - 8:00 pm ; Tue --> 3:30 pm - 8:00 pm ; Wed --> NA - NA ; Thu --> 3:30 pm - 9:00 pm ; Fri --> 3:30 pm - 9:00 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	Yes	NA	NA	NA	NA	Street	Yes	Yes	Yes	Casual	Hipster, Casual	Average	Beer & Wine Only	No	Free	No	No	NA	http://missionpublicsf.com/	NA
Mission Street Oyster Bar &amp; Seafood Restaurant	(415) 621-6987	missionstreetoysterbarsf.com	2282 Mission StSan Francisco, CA 94110 b/t 19th St & 18th St Mission	Mon --> 12:00 pm - 10:00 pm ; Tue --> 12:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 12:00 pm - 10:00 pm ; Fri --> 12:00 pm - 10:00 pm ; Sat --> 12:00 pm - 10:00 pm ; Sun --> 12:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	Free	Yes	Yes	Yes	http://missionstreetoysterbarsf.com/contact-us/	NA
Miyako Old Fashioned Ice Cream	(415) 931-5260	NA	1470 Fillmore StSan Francisco, CA 94118 Western Addition, Fillmore	Mon --> 9:00 am - 8:00 pm ; Tue --> 9:00 am - 8:00 pm ; Wed --> NA - NA ; Thu --> 9:00 am - 8:00 pm ; Fri --> 9:00 am - 8:00 pm ; Sat --> 9:00 am - 8:00 pm ; Sun --> 9:00 am - 8:00 pm ;	No	No	Yes	No	No	No	NA	Lunch, Dessert	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	No	NA	NA	NA	NA
Mizutani Sushi Bar	(415) 668-3288	NA	4406 California StSan Francisco, CA 94118 b/t 7th Ave & 6th Ave Inner Richmond	Mon --> 11:30 am - 2:30 pm5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm5:00 pm - 10:00 pm ; Fri --> 11:30 am - 2:30 pm5:00 pm - 10:00 pm ; Sat --> 11:30 am - 2:30 pm5:00 pm - 10:00 pm ; Sun --> 11:30 am - 2:30 pm5:00 pm - 10:00 pm ;	Yes	Yes	Yes	Yes	No	No	NA	Lunch, Dinner	Street	No	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	Free	Yes	Yes	Yes	NA	NA
Mojo Café	(415) 440-2338	mojobicyclecafe.com	639 Divisadero StSan Francisco, CA 94117 b/t Grove St & Hayes St NoPa	Mon --> NA - NA ; Tue --> 9:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 12:00 am ; Fri --> 8:00 am - 12:00 am ; Sat --> 8:00 am - 12:00 am ; Sun --> 8:00 am - 10:00 pm ;	No	No	Yes	Yes	No	No	No	Breakfast	Street	Yes	No	Yes	Casual	Hipster, Casual	Average	Beer & Wine Only	Yes	No	No	No	NA	http://www.mojobicyclecafe.com/	sfmojo@gmail.com
Molinari Delicatessen	(415) 421-2337	NA	373 Columbus AveSan Francisco, CA 94133 b/t Vallejo St & Grant Ave North Beach/Telegraph Hill, Russian Hill	Mon --> 9:00 am - 6:00 pm ; Tue --> 9:00 am - 6:00 pm ; Wed --> NA - NA ; Thu --> 9:00 am - 6:00 pm ; Fri --> 9:00 am - 6:00 pm ; Sat --> 9:00 am - 5:30 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	Beer & Wine Only	Yes	No	No	Yes	Yes	NA	NA
Mong Thu Cafe	(415) 928-6724	mongthu.com	248 Hyde StSan Francisco, CA 94102 b/t Turk St & Eddy St Tenderloin	Mon --> NA - NA ; Tue --> 7:00 am - 4:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 4:00 pm ; Fri --> 7:00 am - 4:00 pm ; Sat --> 7:00 am - 4:00 pm ; Sun --> 7:00 am - 4:00 pm ;	No	No	Yes	No	No	No	No	Brunch, Lunch	Street	No	Yes	No	Casual	Casual	Average	No	No	No	Yes	No	Yes	http://mongthu.com/	closed@2x.png, facebook@2x.png, bold_italic@2x.png, foodspotting@2x.png, yelp@2x.png, vietnamese-made@2x.png
Monsieur Benjamin	(415) 403-2233	monsieurbenjamin.com	451 Gough StSan Francisco, CA 94102 b/t Grove St & Ivy St Hayes Valley	Mon --> 5:00 pm - 10:30 pm ; Tue --> 5:00 pm - 10:30 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 12:00 am ; Fri --> 5:00 pm - 12:00 am ; Sat --> 11:00 am - 2:30 pm5:00 pm - 12:00 am ; Sun --> 11:00 am - 2:30 pm5:00 pm - 10:30 pm ;	NA	No	No	Yes	No	NA	NA	Dinner	Street	Yes	No	Yes	Casual	Classy	Average	Full Bar	Yes	No	No	No	Yes	http://www.monsieurbenjamin.com/	info@mbenjaminsf.com, jobs@mbenjaminsf.com
Monterey Deli	(415) 337-8447	NA	499 Monterey BlvdSan Francisco, CA 94127 b/t Edna St & Detroit St Sunnyside, Outer Mission	Mon --> 7:00 am - 11:00 pm ; Tue --> 7:00 am - 11:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 11:00 pm ; Fri --> 7:00 am - 11:00 pm ; Sat --> 9:00 am - 11:00 pm ; Sun --> 9:00 am - 11:00 pm ;	No	Yes	Yes	Yes	Yes	NA	NA	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	Full Bar	No	No	Yes	Yes	NA	NA	NA
Montesacro Pinseria-Enoteca	(415) 795-3040	montesacrosf.com	510 Stevenson StSan Francisco, CA 94103 b/t 7th St & 6th St SoMa	Mon --> 11:30 am - 2:30 pm4:00 pm - 10:00 pm ; Tue --> 11:30 am - 2:30 pm4:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm4:00 pm - 10:00 pm ; Fri --> 11:30 am - 2:30 pm4:00 pm - 11:00 pm ; Sat --> 11:30 am - 2:30 pm4:00 pm - 11:00 pm ; Sun --> 4:00 pm - 9:30 pm ;	NA	No	Yes	Yes	No	No	NA	Dinner	Street	No	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	Yes	Yes	http://www.montesacrosf.com/	NA
Morning Due Cafe	(415) 621-7156	morningduecafesf.com	3698 17th StSan Francisco, CA 94114 b/t Abbey St & Church St Castro	Mon --> 8:00 am - 8:30 pm ; Tue --> 8:00 am - 8:30 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 8:30 pm ; Fri --> 8:00 am - 8:30 pm ; Sat --> 8:00 am - 8:30 pm ; Sun --> 8:00 am - 8:30 pm ;	Yes	No	Yes	Yes	No	No	NA	Breakfast, Brunch, Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	Free	Yes	Yes	Yes	http://morningduecafesf.com/	NA
Morty’s Delicatessen	(415) 567-3354	mortysdelicatessen.com	280 Golden Gate AveSan Francisco, CA 94102 b/t Dale Pl & Hyde St Civic Center	Mon --> 7:00 am - 5:00 pm ; Tue --> 7:00 am - 5:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 5:00 pm ; Fri --> 7:00 am - 5:00 pm ; Sat --> 8:00 am - 5:00 pm ; Sun --> NA - NA ;	No	Yes	Yes	Yes	Yes	NA	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	Yes	Yes	Yes	http://mortysdelicatessen.com/contact-us/	orders@mortysdelicatessen.com
Mosto	(415) 649-6077	tacolicious.com	741 Valencia StSan Francisco, CA 94110 b/t 19th St & 18th St Mission	Mon --> 5:00 pm - 12:00 am ; Tue --> 5:00 pm - 12:00 am ; Wed --> NA - NA ; Thu --> 5:00 pm - 12:00 am ; Fri --> 5:00 pm - 12:00 am ; Sat --> 5:00 pm - 12:00 am ; Sun --> 5:00 pm - 12:00 am ;	No	No	No	Yes	NA	NA	NA	Late Night	Street	Yes	No	Yes	Casual	Trendy	Average	Full Bar	No	No	No	No	NA	http://tacolicious.com/contact	info@tacolicious.com
Moulin Rouge Restaurant	(415) 928-0158	NA	887 Geary StSan Francisco, CA 94109 at Larkin St Tenderloin	Mon --> 7:30 am - 2:00 pm ; Tue --> 7:30 am - 2:00 pm ; Wed --> NA - NA ; Thu --> 7:30 am - 2:00 pm ; Fri --> 7:30 am - 2:00 pm ; Sat --> 7:30 am - 2:00 pm ; Sun --> 7:30 am - 2:00 pm ;	No	No	Yes	Yes	No	NA	NA	Breakfast, Brunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	No	NA	NA	NA
Mourad Restaurant	(415) 660-2500	mouradsf.com	Located in140 New Montgomery 140 New Montgomery StSte 1San Francisco, CA 94105 b/t Natoma St & Minna St Financial District, SoMa	Mon --> 11:30 am - 10:00 pm ; Tue --> 11:30 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 10:00 pm ; Fri --> 11:30 am - 10:00 pm ; Sat --> 5:00 pm - 10:00 pm ; Sun --> 5:00 pm - 10:00 pm ;	NA	No	No	Yes	No	No	NA	Dinner	Garage, Street	No	No	Yes	Dressy	Trendy, Upscale	Average	Full Bar	No	Free	No	No	Yes	http://mouradsf.com/	NA
Moya	(415) 431-5544	moya121.eat24hour.com	121 9th StSan Francisco, CA 94103 b/t Natoma St & Minna St SoMa	Mon --> 11:00 am - 3:00 pm6:00 pm - 9:00 pm ; Tue --> 11:00 am - 3:00 pm6:00 pm - 9:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 3:00 pm6:00 pm - 9:00 pm ; Fri --> 11:00 am - 3:00 pm6:00 pm - 9:00 pm ; Sat --> 12:00 pm - 9:00 pm ; Sun --> NA - NA ;	No	Yes	Yes	Yes	No	NA	NA	Lunch, Dinner	Street	No	Yes	Yes	Casual	Casual	Average	No	No	No	No	Yes	Yes	https://moya121.eat24hour.com/	NA
Mozzeria	(415) 489-0963	mozzeria.com	3228 16th StSan Francisco, CA 94103 b/t Dolores St & Guerrero St Mission	Mon --> NA - NA ; Tue --> 5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 10:00 pm ; Fri --> 5:30 pm - 11:00 pm ; Sat --> 5:00 pm - 11:00 pm ; Sun --> 5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Quiet	Beer & Wine Only	No	No	No	Yes	Yes	http://www.mozzeria.com/contact/	NA
Mr. Pickle’s Sandwich Shop	(415) 826-0143	sfmrpickles.com	3380 20th StSte 103San Francisco, CA 94110 b/t Shotwell St & Van Ness Ave Mission	Mon --> 9:00 am - 7:00 pm ; Tue --> 9:00 am - 7:00 pm ; Wed --> NA - NA ; Thu --> 9:00 am - 7:00 pm ; Fri --> 9:00 am - 7:00 pm ; Sat --> 10:00 am - 5:00 pm ; Sun --> 11:00 am - 5:00 pm ;	No	No	Yes	No	No	NA	NA	NA	Street	Yes	Yes	No	Casual	Casual	Average	NA	No	No	Yes	Yes	NA	http://sfmrpickles.com/	NA
Mr Pollo	(860) 912-9168	NA	2823 Mission StSan Francisco, CA 94110 b/t 24th St & 25th St Mission	Mon --> 6:00 pm - 10:00 pm ; Tue --> 6:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 6:00 pm - 10:00 pm ; Fri --> 6:00 pm - 10:00 pm ; Sat --> 6:00 pm - 10:00 pm ; Sun --> NA - NA ;	Yes	No	No	Yes	No	NA	NA	Dinner	Street	Yes	No	No	Casual	NA	Average	Beer & Wine Only	No	No	No	No	Yes	NA	NA
Muguboka Restaurant	(415) 668-6007	muguboka.com	401 Balboa StSan Francisco, CA 94118 b/t 6th Ave & 5th Ave Inner Richmond	Mon --> 11:00 am - 10:00 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 11:00 am - 10:00 pm ; Fri --> 11:00 am - 10:00 pm ; Sat --> 11:00 am - 10:00 pm ; Sun --> 5:00 pm - 10:00 pm ;	No	No	Yes	Yes	No	NA	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	No	Yes	https://au.auctions.godaddy.com/trpItemListing.aspx?&miid=236759927	NA
Muracci’s Japanese Curry &amp; Grill	(415) 773-1101	muraccis.com	307 Kearny StSte 204San Francisco, CA 94108 b/t Bush St & Pine St Chinatown	Mon --> 11:00 am - 7:00 pm ; Tue --> 11:00 am - 7:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 7:00 pm ; Fri --> 11:00 am - 6:00 pm ; Sat --> 11:00 am - 4:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	Lunch	Street	Yes	No	No	Casual	Casual	Average	No	No	No	No	Yes	Yes	http://muraccis.com/	NA
Mymy	(415) 800-7466	NA	1500 California StSan Francisco, CA 94109 b/t Polk St & Larkin St Nob Hill	Mon --> 8:00 am - 2:30 pm ; Tue --> 8:00 am - 2:30 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 2:30 pm ; Fri --> 8:00 am - 2:30 pm ; Sat --> 8:00 am - 2:30 pm ; Sun --> 8:00 am - 2:30 pm ;	No	No	Yes	Yes	No	No	No	Breakfast, Brunch	Street	Yes	Yes	No	Casual	Casual	Average	Beer & Wine Only	Yes	No	No	No	Yes	NA	NA
My Pot	(415) 665-6888	mypotsf.com	408 Dewey BlvdSan Francisco, CA 94116 b/t Pacheco St & Laguna Honda Blvd Forest Hill	Mon --> 5:30 pm - 10:00 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 5:30 pm - 10:00 pm ; Fri --> 5:30 pm - 11:00 pm ; Sat --> 5:00 pm - 11:00 pm ; Sun --> 5:00 pm - 9:30 pm ;	Yes	No	No	Yes	No	Yes	No	Dinner	Street, Private Lot	No	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	No	Yes	http://www.mypotsf.com/	NA
Myriad Gastropub	(415) 525-4335	myriadsf.com	2491 Mission StSan Francisco, CA 94110 b/t 21st St & 20th St Mission	Mon --> 11:30 am - 10:00 pm ; Tue --> 11:30 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 10:00 pm ; Fri --> 11:30 am - 11:00 pm ; Sat --> 10:00 am - 11:00 pm ; Sun --> 10:00 am - 9:00 pm ;	Yes	Yes	Yes	Yes	No	No	NA	Brunch, Dinner	Garage, Street, Private Lot	Yes	No	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	Yes	Yes	Yes	http://www.myriadsf.com/	NA
Nabe	(415) 731-2658	nabesf.com	1325 9th AveSan Francisco, CA 94122 b/t Irving St & Judah St Inner Sunset	Mon --> 5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 10:30 pm ; Sat --> 5:00 pm - 10:30 pm ; Sun --> 5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	NA	No	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	http://www.nabesf.com/	info@nabesf.com
Nabe	(415) 447-6199	nabesf.com	2151 Lombard StSan Francisco, CA 94123 b/t Steiner St & Fillmore St Marina/Cow Hollow	Mon --> 5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 10:30 pm ; Sat --> 5:00 pm - 10:30 pm ; Sun --> 5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	http://www.nabesf.com/	info@nabesf.com
Namu Gaji	(415) 431-6268	namusf.com	499 Dolores StSan Francisco, CA 94110 b/t 18th St & Dorland St Mission	Mon --> NA - NA ; Tue --> 5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 3:00 pm5:30 pm - 10:00 pm ; Fri --> 11:30 am - 3:00 pm5:30 pm - 11:00 pm ; Sat --> 10:30 am - 4:00 pm5:00 pm - 11:00 pm ; Sun --> 10:30 am - 4:00 pm5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Street	Yes	No	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	http://namusf.com/	hello@namusf.com
Nan King Road Bistro	(415) 753-2900	nankingsf.com	1360 9th AveSan Francisco, CA 94122 b/t Irving St & Judah St Inner Sunset	Mon --> 11:30 am - 2:30 pm5:00 pm - 9:30 pm ; Tue --> 11:30 am - 2:30 pm5:00 pm - 9:30 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm5:00 pm - 9:30 pm ; Fri --> 11:30 am - 2:30 pm5:00 pm - 9:30 pm ; Sat --> 12:00 pm - 3:00 pm4:00 pm - 9:30 pm ; Sun --> 12:00 pm - 3:00 pm4:00 pm - 9:30 pm ;	No	Yes	Yes	Yes	No	NA	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	Yes	NA	http://nankingsf.com/	NA
Nespresso Boutique at Bloomingdale’s	(800) 562-1465	nespresso-us.com	845 Market St Concourse LevelSan Fransisco, CA 94103 SoMa	Mon --> 10:00 am - 9:00 pm ; Tue --> 10:00 am - 9:00 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 9:00 pm ; Fri --> 10:00 am - 9:00 pm ; Sat --> 10:00 am - 9:00 pm ; Sun --> 11:00 am - 7:00 pm ;	No	No	No	Yes	NA	No	NA	NA	Garage	Yes	No	No	Casual	NA	Average	No	No	Free	No	No	NA	https://www.nespresso.com/pro/us/en//professional-contactus	NA
New Alternatives Cafe	(415) 826-5282	newalternativescafesf.com	1600 Guerrero StSan Francisco, CA 94110 b/t 28th St & San Jose Ave Bernal Heights, Mission	Mon --> 6:00 am - 3:00 pm ; Tue --> 6:00 am - 3:00 pm ; Wed --> NA - NA ; Thu --> 6:00 am - 3:00 pm ; Fri --> 6:00 am - 3:00 pm ; Sat --> 7:30 am - 4:30 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	No	NA	Breakfast, Brunch, Lunch	Street	Yes	Yes	Yes	Casual	Casual	Quiet	Beer & Wine Only	Yes	Free	Yes	Yes	Yes	http://www.newalternativescafesf.com/	NA
New College Hill Market	(415) 285-2147	NA	3798 Mission StSan Francisco, CA 94110 b/t Park St & Richland Ave Bernal Heights, Outer Mission	Mon --> 8:00 am - 11:00 pm ; Tue --> 8:00 am - 11:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 11:00 pm ; Fri --> 8:00 am - 12:00 am ; Sat --> 8:00 am - 12:00 am ; Sun --> 8:00 am - 11:00 pm ;	No	No	Yes	Yes	No	No	NA	NA	Street	Yes	Yes	Yes	Casual	NA	Average	Beer & Wine Only	No	No	No	NA	NA	NA	NA
New Eritrea Restaurant &amp; Bar	(415) 681-1288	neweritrearestaurant.com	907 Irving StSan Francisco, CA 94122 b/t 11th Ave & 10th Ave Inner Sunset	Mon --> 4:00 pm - 10:00 pm ; Tue --> 4:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 4:00 pm - 10:00 pm ; Fri --> 4:00 pm - 10:00 pm ; Sat --> 4:00 pm - 10:00 pm ; Sun --> 4:00 pm - 9:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Full Bar	No	No	Yes	Yes	NA	http://neweritrearestaurant.com/index.html	info@neweritrearestaurant.com
New Star Market	(415) 861-0723	NA	269 14th StSan Francisco, CA 94103 b/t Minna St & Mission St Mission	Mon --> 7:00 am - 8:30 pm ; Tue --> 7:00 am - 8:30 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 8:30 pm ; Fri --> 7:00 am - 8:30 pm ; Sat --> 7:00 am - 8:30 pm ; Sun --> 8:30 am - 5:00 pm ;	No	No	Yes	Yes	NA	NA	NA	Breakfast, Lunch	Street	Yes	Yes	No	Casual	NA	Average	No	Yes	No	No	No	NA	NA	NA
New Taraval Cafe	(415) 731-3816	NA	NA	Mon --> 7:00 am - 2:00 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 7:00 am - 2:00 pm ; Fri --> 7:00 am - 2:00 pm ; Sat --> 7:00 am - 2:00 pm ; Sun --> 7:00 am - 2:00 pm ;	No	No	Yes	No	No	No	NA	Breakfast, Brunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	No	No	Yes	NA	NA
Nickies	(415) 255-0300	nickies.com	466 Haight StSan Francisco, CA 94117 b/t Webster St & Fillmore St Lower Haight, Hayes Valley	Mon --> 12:00 pm - 2:00 am ; Tue --> 12:00 pm - 2:00 am ; Wed --> NA - NA ; Thu --> 12:00 pm - 2:00 am ; Fri --> 12:00 pm - 2:00 am ; Sat --> 10:00 am - 2:00 am ; Sun --> 10:00 am - 2:00 am ;	No	No	Yes	Yes	No	No	NA	NA	Street	Yes	No	Yes	Casual	Casual	Loud	Full Bar	No	Free	Yes	No	Yes	http://www.nickies.com/	info@nickies.com
Nihon Whisky Lounge	(415) 552-4400	dajanigroup.net/establishment…	1779 Folsom StMissionSan Francisco, CA 94103 b/t Erie St & 14th St Mission	Mon --> NA - NA ; Tue --> 5:30 pm - 1:00 am ; Wed --> NA - NA ; Thu --> 5:30 pm - 1:00 am ; Fri --> 5:30 pm - 2:00 am ; Sat --> 6:00 pm - 2:00 am ; Sun --> NA - NA ;	Yes	No	No	Yes	NA	NA	NA	Dinner	Street	Yes	No	Yes	Casual	Trendy	Average	Full Bar	No	No	No	No	Yes	http://dajanigroup.net/establishment…	NA
Noeteca Wine Bar	(415) 824-5524	noeteca.com	1551 Dolores StSan Francisco, CA 94110 b/t Valley St & 29th St Bernal Heights, Mission	Mon --> 11:00 am - 9:30 pm ; Tue --> 11:00 am - 9:30 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 9:30 pm ; Fri --> 11:00 am - 9:30 pm ; Sat --> 9:00 am - 9:30 pm ; Sun --> 9:00 am - 7:30 pm ;	Yes	No	Yes	Yes	No	NA	NA	Lunch	Street	Yes	No	No	Casual	Intimate	Average	Beer & Wine Only	Yes	No	No	No	Yes	http://www.noeteca.com/	NA
Nojo Ramen Tavern	(415) 896-4587	nojosf.com	231 Franklin StSan Francisco, CA 94102 b/t Linden St & Fell St Hayes Valley	Mon --> NA - NA ; Tue --> 5:00 pm - 10:30 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:30 pm ; Fri --> 5:00 pm - 10:30 pm ; Sat --> 5:00 pm - 10:30 pm ; Sun --> 11:30 am - 2:30 pm4:00 pm - 7:00 pm ;	No	No	No	Yes	No	No	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	http://nojosf.com/	NA
Nomica	(415) 655-3280	nomicasf.com	NA	Mon --> 5:30 pm - 11:00 pm ; Tue --> 5:30 pm - 11:00 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 11:00 pm ; Fri --> 5:30 pm - 11:00 pm ; Sat --> 5:30 pm - 11:00 pm ; Sun --> NA - NA ;	Yes	No	No	Yes	No	No	NA	Dinner	Street	Yes	No	Yes	Casual	Trendy	Average	Full Bar	No	No	No	Yes	Yes	http://nomicasf.com/	NA
Nopalito	(415) 535-3969	nopalitosf.com	306 Broderick StSan Francisco, CA 94117 b/t Fell St & Oak St Lower Haight	Mon --> 11:30 am - 10:00 pm ; Tue --> 11:30 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 10:00 pm ; Fri --> 11:30 am - 10:00 pm ; Sat --> 11:30 am - 10:00 pm ; Sun --> 11:30 am - 10:00 pm ;	No	No	Yes	Yes	No	NA	NA	Dinner	Garage, Street	Yes	Yes	Yes	Casual	Casual	Average	Full Bar	Yes	No	No	Yes	Yes	http://nopalitosf.com/contact	hello@nopalitosf.com, allyson@nopalitosf.com
Nopalito	(415) 233-9966	nopalitosf.com	1224 9th AveSan Francisco, CA 94122 b/t Lincoln Way & Irving St Inner Sunset	Mon --> 11:30 am - 10:00 pm ; Tue --> 11:30 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 10:00 pm ; Fri --> 11:30 am - 10:00 pm ; Sat --> 11:30 am - 10:00 pm ; Sun --> 11:30 am - 10:00 pm ;	No	No	Yes	Yes	No	NA	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Full Bar	Yes	No	No	Yes	Yes	http://nopalitosf.com/contact	hello@nopalitosf.com, allyson@nopalitosf.com
Nopa	(415) 864-8643	nopasf.com	560 Divisadero StSan Francisco, CA 94117 b/t Fell St & Hayes St Alamo Square	Mon --> 6:00 pm - 12:00 am ; Tue --> 6:00 pm - 12:00 am ; Wed --> NA - NA ; Thu --> 6:00 pm - 12:00 am ; Fri --> 6:00 pm - 1:00 am ; Sat --> 6:00 pm - 1:00 am ; Sun --> 6:00 pm - 12:00 am ;	Yes	No	No	Yes	No	No	NA	Dinner	Street	Yes	No	Yes	Casual	Trendy	Loud	Full Bar	No	No	No	No	Yes	http://nopasf.com/contact/	nopa-logo@2x.png, nopa-logo-mobile@2x.png, info@nopasf.com, logo-small@2x.png
